,frag_code,site,depth,replicate,species,corralite_diameter_cm,columnella_diameter_cm,septa_height,distance_between_polyp,ug_ml,chl_cell,cell_cm,fv_fm,sigma,p,pmax
145,mf_50_mcav_5,marthas,50,5,montastrea_cavernosa,0.827,0.387,0.271,0.03,2.164571457,3.65E-07,283130.9991,0.3965,754.7233333,0.392,97.19333333
146,mf_50_mcav_6,marthas,50,6,montastrea_cavernosa,0.967,0.283,0.234,0.019,2.164571457,3.65E-07,283130.9991,0.3965,754.7233333,0.392,97.19333333
147,mf_50_mcav_6,marthas,50,6,montastrea_cavernosa,1.023,0.395,0.298,0.041,2.164571457,3.65E-07,283130.9991,0.3965,754.7233333,0.392,97.19333333
148,mf_50_mcav_6,marthas,50,6,montastrea_cavernosa,1.019,0.384,0.336,0.091,2.164571457,3.65E-07,283130.9991,0.3965,754.7233333,0.392,97.19333333
149,mf_50_mcav_6,marthas,50,6,montastrea_cavernosa,0.714,0.272,0.271,0.034,2.164571457,3.65E-07,283130.9991,0.3965,754.7233333,0.392,97.19333333
150,mf_50_mcav_2,marthas,50,7,montastrea_cavernosa,0.799,0.289,0.243,0.042,2.164571457,3.65E-07,283130.9991,0.3965,754.7233333,0.392,97.19333333
151,mf_50_mcav_2,marthas,50,7,montastrea_cavernosa,0.833,0.258,0.2,0.036,2.164571457,3.65E-07,283130.9991,0.3965,754.7233333,0.392,97.19333333
152,mf_50_mcav_2,marthas,50,7,montastrea_cavernosa,0.871,0.265,0.149,0.051,2.164571457,3.65E-07,283130.9991,0.3965,754.7233333,0.392,97.19333333
153,mf_50_mcav_2,marthas,50,7,montastrea_cavernosa,0.659,0.29,0.215,0.074,2.164571457,3.65E-07,283130.9991,0.3965,754.7233333,0.392,97.19333333
154,mf_50_mcav_7,marthas,50,7,montastrea_cavernosa,0.921,0.255,0.25,0.063,2.164571457,3.65E-07,283130.9991,0.3965,754.7233333,0.392,97.19333333
155,mf_50_mcav_7,marthas,50,7,montastrea_cavernosa,1.06,0.253,0.212,0.059,2.164571457,3.65E-07,283130.9991,0.3965,754.7233333,0.392,97.19333333
156,mf_50_mcav_7,marthas,50,7,montastrea_cavernosa,0.906,0.2,0.293,0.038,2.164571457,3.65E-07,283130.9991,0.3965,754.7233333,0.392,97.19333333
157,mf_50_mcav_7,marthas,50,7,montastrea_cavernosa,0.8,0.269,0.293,0.081,2.164571457,3.65E-07,283130.9991,0.3965,754.7233333,0.392,97.19333333
