            Unix Timestamp,               UTC_Date_&_Time,                 Colombia Time,       Battery,   Temperature,           PAR,  Acceleration X,  Acceleration Y,  Acceleration Z
1678733640,           2023-03-13 18:54:00,           2023-03-13 13:54:00,3.52,27.606,3.9,176,-1498,728
1678734540,           2023-03-13 19:09:00,           2023-03-13 14:09:00,3.52,27.688,14.7,-576,-1584,-29
1678735440,           2023-03-13 19:24:00,           2023-03-13 14:24:00,3.52,27.663,58.2,1120,118,344
1678736340,           2023-03-13 19:39:00,           2023-03-13 14:39:00,3.52,27.696,512.5,1171,79,285
1678737240,           2023-03-13 19:54:00,           2023-03-13 14:54:00,3.52,27.77,494.7,1120,103,398
1678738140,           2023-03-13 20:09:00,           2023-03-13 15:09:00,3.52,27.77,428.8,1118,102,396
1678739040,           2023-03-13 20:24:00,           2023-03-13 15:24:00,3.52,27.77,405.4,1132,108,384
1678739940,           2023-03-13 20:39:00,           2023-03-13 15:39:00,3.52,27.795,384.6,1107,96,403
1678740840,           2023-03-13 20:54:00,           2023-03-13 15:54:00,3.52,27.787,332.9,1116,102,399
1678741740,           2023-03-13 21:09:00,           2023-03-13 16:09:00,3.52,27.795,283.7,1120,104,396
1678742640,           2023-03-13 21:24:00,           2023-03-13 16:24:00,3.52,27.754,259.5,1127,108,388
1678743540,           2023-03-13 21:39:00,           2023-03-13 16:39:00,3.52,27.737,200,1129,108,384
1678744440,           2023-03-13 21:54:00,           2023-03-13 16:54:00,3.52,27.713,167.6,1128,104,392
1678745340,           2023-03-13 22:09:00,           2023-03-13 17:09:00,3.51,27.68,125.8,1132,108,384
1678746240,           2023-03-13 22:24:00,           2023-03-13 17:24:00,3.51,27.639,88.2,1136,112,374
1678747140,           2023-03-13 22:39:00,           2023-03-13 17:39:00,3.52,27.589,62.7,1120,103,396
1678748040,           2023-03-13 22:54:00,           2023-03-13 17:54:00,3.51,27.589,36.2,1120,103,396
1678748940,           2023-03-13 23:09:00,           2023-03-13 18:09:00,3.52,27.556,15.3,1116,100,400
1678749840,           2023-03-13 23:24:00,           2023-03-13 18:24:00,3.52,27.523,5,1116,103,400
1678750740,           2023-03-13 23:39:00,           2023-03-13 18:39:00,3.51,27.482,0.5,1124,104,392
